,group,group_id,gender,sniffing_fra,grooming_fra,sniffing_fre,grooming_fre,SG_fra_index,SG_fre_index,color
140,Stress_Light-on,4,male,14.68364003024956,42.8976556591883,380.0,298.0,0.3422946966358161,1.2751677852348993,#f55e6f
141,Stress_Light-on,4,male,6.3585823488533695,70.03623548098878,140.0,212.0,0.09078989333427831,0.660377358490566,#f55e6f
142,Stress_Light-on,4,male,8.810912569823781,56.52871647686942,250.0,221.0,0.15586613528416227,1.1312217194570136,#f55e6f
143,Stress_Light-on,4,male,10.528653034860016,59.611231101511876,256.0,198.0,0.1766219693891372,1.292929292929293,#f55e6f
144,Stress_Light-on,4,female,24.986390854654328,2.231899836690256,190.0,148.0,11.19512195121951,1.2837837837837838,#f55e6f
145,Stress_Light-on,4,female,27.60821716801174,8.385913426265592,517.0,159.0,3.2922134733158352,3.251572327044025,#f55e6f
146,Stress_Light-on,4,female,22.886584405355737,39.01723987048219,400.0,245.0,0.5865762027587754,1.6326530612244898,#f55e6f
147,Stress_Light-on,4,female,14.704971348923648,29.444788601517736,415.0,153.0,0.49940828402366855,2.712418300653595,#f55e6f
148,Stress_Light-on,4,male,14.497121024592369,41.86622181563795,299.0,251.0,0.3462724935732648,1.1912350597609562,#f55e6f
149,Stress_Light-on,4,male,9.921671018276761,56.20920365535248,173.0,194.0,0.17651328204383798,0.8917525773195877,#f55e6f
150,Stress_Light-on,4,male,20.35343357618974,30.289877538366145,286.0,186.0,0.6719549641760492,1.5376344086021505,#f55e6f
151,Stress_Light-on,4,male,14.713385354141655,45.40066026410564,370.0,197.0,0.32407866468352337,1.8781725888324874,#f55e6f
